====================
Dataset: ml1m-nofill
====================

Coverage@10
Target size	iMF (full)	iMF (test)	kNN (full)	kNN (test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.8862549668874171	0.8862549668874171	0.8616026490066225	0.8751490066225166	0.676841059602649	0.8824039735099338	0.8861688741721855	0.8861688741721855	0.8862549668874171
1	0.9137880794701987	0.9137880794701987	0.8629933774834436	0.8786225165562914	0.676841059602649	0.8877384105960265	0.9137152317880796	0.9137152317880796	0.9137880794701987
2	0.9377847682119205	0.9377847682119205	0.8673145695364237	0.8879701986754966	0.6768543046357616	0.9054139072847681	0.9377218543046357	0.9377218543046357	0.9377847682119205
5	0.9844238410596027	0.9844238410596027	0.9051258278145695	0.9326655629139072	0.6859569536423841	0.953748344370861	0.9844006622516556	0.9844006622516556	0.9844238410596027
10	0.9999834437086094	0.9999834437086094	0.9415596026490067	0.9726456953642384	0.6946523178807947	0.9902748344370862	0.9999834437086094	0.9999834437086094	0.9999834437086094
20	1.0	1.0	0.9723013245033112	0.9945496688741722	0.7042086092715232	0.9998079470198677	1.0	1.0	1.0
50	1.0	1.0	0.9924072847682119	0.999682119205298	0.7114867549668873	1.0	1.0	1.0	1.0
100	1.0	1.0	0.9991158940397351	1.0	0.7326920529801324	1.0	1.0	1.0	1.0
200	1.0	1.0	1.0	1.0	0.770933774834437	1.0	1.0	1.0	1.0
500	1.0	1.0	1.0	1.0	0.8582715231788081	1.0	1.0	1.0	1.0
1000	1.0	1.0	1.0	1.0	0.9242814569536424	1.0	1.0	1.0	1.0
2000	1.0	1.0	1.0	1.0	0.9705099337748344	1.0	1.0	1.0	1.0
3706	1.0	1.0	1.0	1.0	0.9954834437086092	1.0	1.0	1.0	1.0

