====================
Dataset: yahoo-nofill
====================

Coverage@10
Target size	iMF (full)	iMF (test)	kNN (full)	kNN (test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.4307740740740741	0.4307740740740741	0.3889666666666667	0.4290555555555556	0.13532592592592593	0.42807037037037043	0.4307740740740741	0.4307740740740741	0.4307740740740741
1	0.5211814814814815	0.5211814814814815	0.4206666666666667	0.5118481481481483	0.1355259259259259	0.5081555555555556	0.5211814814814815	0.5211814814814815	0.5211814814814815
2	0.6082518518518519	0.6082518518518519	0.44858888888888887	0.5721296296296297	0.13655555555555557	0.5470111111111111	0.6082518518518519	0.6082518518518519	0.6082518518518519
5	0.8399666666666666	0.8399666666666666	0.5996444444444445	0.8009851851851852	0.14044444444444443	0.7764851851851853	0.8399666666666666	0.8399666666666666	0.8399666666666666
10	0.9994407407407409	0.9994407407407409	0.8209592592592593	0.9889740740740741	0.15893703703703704	0.9803518518518519	0.9994407407407409	0.9994407407407409	0.9994407407407409
20	1.0	1.0	0.9703740740740742	1.0	0.1627703703703704	1.0	1.0	1.0	1.0
50	1.0	1.0	0.9999851851851851	1.0	0.17262222222222223	1.0	1.0	1.0	1.0
100	1.0	1.0	1.0	1.0	0.22265925925925928	1.0	1.0	1.0	1.0
200	1.0	1.0	1.0	1.0	0.4021	1.0	1.0	1.0	1.0
500	1.0	1.0	1.0	1.0	0.7629666666666666	1.0	1.0	1.0	1.0
1000	1.0	1.0	1.0	1.0	0.9810037037037038	1.0	1.0	1.0	1.0

